action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,12081545,[],CHEMBL2168490,Inhibition of human NaV1.5 alpha subunit expressed in CHOK1 cells at -90 mV holding potential by patch clamp electrophysiological assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCc1ccncc1,,,CHEMBL2163233,J Med Chem,2012,"{'bei': '11.45', 'le': '0.22', 'lle': '1.17', 'sei': '7.29'}",CHEMBL2164046,,CHEMBL2164046,5.21,0,http://www.openphacts.org/units/Nanomolar,1736443,=,1,1,=,,IC50,nM,,6100,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,6.1
,,12081555,[],CHEMBL2168490,Inhibition of human NaV1.5 alpha subunit expressed in CHOK1 cells at -90 mV holding potential by patch clamp electrophysiological assay,B,,,BAO_0000190,BAO_0000219,cell-based format,N#C[C@H]1CC[C@H](N2C(=O)c3ccccc3C2C(=O)NCc2ccc(OC(F)(F)F)cc2)CC1,,,CHEMBL2163233,J Med Chem,2012,"{'bei': '11.40', 'le': '0.22', 'lle': '0.73', 'sei': '6.33'}",CHEMBL2163357,,CHEMBL2163357,5.21,0,http://www.openphacts.org/units/Nanomolar,1736929,=,1,1,=,,IC50,nM,,6100,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,6.1
,,12081557,[],CHEMBL2168490,Inhibition of human NaV1.5 alpha subunit expressed in CHOK1 cells at -90 mV holding potential by patch clamp electrophysiological assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1C1CCC(F)(F)CC1,,,CHEMBL2163233,J Med Chem,2012,,CHEMBL2164373,,CHEMBL2164373,,0,http://www.openphacts.org/units/Nanomolar,1736927,>,1,1,>,,IC50,nM,,33000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,33
,,12081563,[],CHEMBL2168490,Inhibition of human NaV1.5 alpha subunit expressed in CHOK1 cells at -90 mV holding potential by patch clamp electrophysiological assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NCc1ccc(OC(F)(F)F)cc1)C1c2ccccc2C(=O)N1CCN1CCOCC1,,,CHEMBL2163233,J Med Chem,2012,"{'bei': '11.95', 'le': '0.23', 'lle': '2.81', 'sei': '7.79'}",CHEMBL2164370,,CHEMBL2164370,5.54,0,http://www.openphacts.org/units/Nanomolar,1736921,=,1,1,=,,IC50,nM,,2900,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,2.9
,,12081575,[],CHEMBL2168490,Inhibition of human NaV1.5 alpha subunit expressed in CHOK1 cells at -90 mV holding potential by patch clamp electrophysiological assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc(CNC(=O)C2c3ccccc3C(=O)N2CCc2ccccn2)cc1,,,CHEMBL2163233,J Med Chem,2012,,CHEMBL2164388,,CHEMBL2164388,,0,http://www.openphacts.org/units/Nanomolar,1736944,>,1,1,>,,IC50,nM,,23000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,23
,,12081577,[],CHEMBL2168490,Inhibition of human NaV1.5 alpha subunit expressed in CHOK1 cells at -90 mV holding potential by patch clamp electrophysiological assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NCc1ccccc1Br)C1c2ccccc2C(=O)N1CCc1ccccn1,,,CHEMBL2163233,J Med Chem,2012,,CHEMBL2164386,,CHEMBL2164386,,0,http://www.openphacts.org/units/Nanomolar,1736942,>,1,1,>,,IC50,nM,,33000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,33
,,13385860,[],CHEMBL2411830,Inhibition of human Nav1.5,B,,,BAO_0000190,BAO_0000357,single protein format,COCCOc1cc2ncc(C(N)=O)c(Nc3ccc(F)cc3F)c2cc1N1CCN(C)CC1,,,CHEMBL2406904,Bioorg Med Chem Lett,2013,,CHEMBL479441,,CHEMBL479441,,0,http://www.openphacts.org/units/Nanomolar,1909973,>,1,1,>,,IC50,nM,,30000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,30
,,13385934,[],CHEMBL2411830,Inhibition of human Nav1.5,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCN(CCO)CC1,,,CHEMBL2406904,Bioorg Med Chem Lett,2013,"{'bei': '10.09', 'le': '0.19', 'lle': '2.55', 'sei': '3.92'}",CHEMBL2409407,,CHEMBL2409407,4.58,0,http://www.openphacts.org/units/Nanomolar,1910096,=,1,1,=,,IC50,nM,,26000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,26
,,13385938,[],CHEMBL2411830,Inhibition of human Nav1.5,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc2nnc(C(N)=O)c(Nc3ccc(C)cc3F)c2cc1N1CCC(N(C)C)CC1,,,CHEMBL2406904,Bioorg Med Chem Lett,2013,"{'bei': '10.21', 'le': '0.19', 'lle': '1.16', 'sei': '4.78'}",CHEMBL2409400,,CHEMBL2409400,4.62,0,http://www.openphacts.org/units/Nanomolar,1910089,=,1,1,=,,IC50,nM,,24000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,24
,,13515287,[],CHEMBL2445977,Inhibition of human Nav 1.5 phasic ion channel expressed in HEK293 cells by whole-cell patch clamp technique,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1,,,CHEMBL2440083,J Med Chem,2013,"{'bei': '13.78', 'le': '0.27', 'lle': '0.64', 'sei': '12.28'}",CHEMBL2443262,OLICERIDINE,CHEMBL2443262,5.33,0,http://www.openphacts.org/units/Nanomolar,1930077,=,1,1,=,,IC50,nM,,4700,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,4.7
,,13834422,[],CHEMBL3090651,Modulation of human Nav1.5 by automated patch clamp electrophysiology assay,B,,,BAO_0000190,BAO_0000019,assay format,Cl.Cl.Nc1nc2c(s1)CC(CNC(=O)[C@@H]1CCCN1)CC2,,,CHEMBL3085695,Eur J Med Chem,2013,,CHEMBL3085877,,CHEMBL3139567,,0,http://www.openphacts.org/units/Nanomolar,1947842,>,1,1,>,,IC50,nM,,30000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,30
,,13905603,[],CHEMBL3119938,Modulation of human Nav1.5 in closed state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)OC(=O)n1cc(-c2ccc(NC(=O)c3ccc[nH]3)cc2)nc1N,,,CHEMBL3112572,Eur J Med Chem,2014,,CHEMBL3113244,,CHEMBL3113244,,0,http://www.openphacts.org/units/Nanomolar,1963893,>,1,1,>,,IC50,nM,,30000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,30
,,13905606,[],CHEMBL3119938,Modulation of human Nav1.5 in closed state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)OC(=O)n1cc(-c2cccc(NC(=O)c3cc[nH]c3)c2)nc1N,,,CHEMBL3112572,Eur J Med Chem,2014,,CHEMBL3113247,,CHEMBL3113247,,0,http://www.openphacts.org/units/Nanomolar,1963896,>,1,1,>,,IC50,nM,,30000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,30
,,13905610,[],CHEMBL3119938,Modulation of human Nav1.5 in closed state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)(C)OC(=O)n1cc(-c2ccc(NC(=O)c3cc4ccccc4[nH]3)cc2)nc1N,,,CHEMBL3112572,Eur J Med Chem,2014,,CHEMBL3113251,,CHEMBL3113251,,0,http://www.openphacts.org/units/Nanomolar,1963900,>,1,1,>,,IC50,nM,,30000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,30
,,13905622,[],CHEMBL3119938,Modulation of human Nav1.5 in closed state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,B,,,BAO_0000190,BAO_0000357,single protein format,CNc1nc(-c2cccc(NC(=O)c3cc4ccccc4[nH]3)c2)c[nH]1.Cl,,,CHEMBL3112572,Eur J Med Chem,2014,,CHEMBL3112596,,CHEMBL3139549,,0,http://www.openphacts.org/units/Nanomolar,1963891,>,1,1,>,,IC50,nM,,30000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,30
,,13905695,[],CHEMBL3119942,Modulation of human Nav1.5 in open-inactivated state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,B,,,BAO_0000190,BAO_0000357,single protein format,Cl.Nc1nc(-c2ccc(NC(=O)[C@@H]3CCCN3)cc2)c[nH]1,,,CHEMBL3112572,Eur J Med Chem,2014,,CHEMBL3113260,,CHEMBL3139536,,0,http://www.openphacts.org/units/Nanomolar,1963909,>,1,1,>,,IC50,nM,,30000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,30
,,13905696,[],CHEMBL3119942,Modulation of human Nav1.5 in open-inactivated state assessed as inhibition of inward current after 4 mins by whole-cell electrophysiology,B,,,BAO_0000190,BAO_0000357,single protein format,Cl.Nc1nc(-c2ccc(NC(=O)[C@H]3CCCN3)cc2)c[nH]1,,,CHEMBL3112572,Eur J Med Chem,2014,,CHEMBL3113259,,CHEMBL3139646,,0,http://www.openphacts.org/units/Nanomolar,1963908,>,1,1,>,,IC50,nM,,30000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,30
,,13943161,[],CHEMBL3128856,Inhibition of human NaV1.5,B,,,BAO_0000190,BAO_0000357,single protein format,Nc1nc(CC(=O)Nc2ccc(C[C@@H]3CC[C@H]([C@H](O)c4ccccc4)N3)cc2)cs1,,,CHEMBL3124772,J Med Chem,2014,,CHEMBL1684585,,CHEMBL1684585,,0,http://www.openphacts.org/units/Nanomolar,1974351,>,1,1,>,,IC50,nM,,30000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,30
,,14589800,[],CHEMBL3242071,Inhibition of human Nav1.5 assessed as inactivated-state block by patch-clamp electrophysiology/cell based assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=C(NCc1noc(-c2nn(CCn3ccnc3)c3ccccc23)n1)c1ccccc1,,,CHEMBL3232919,J Med Chem,2014,"{'bei': '11.42', 'le': '0.21', 'lle': '1.81', 'sei': '4.55'}",CHEMBL3236343,,CHEMBL3236343,4.72,0,http://www.openphacts.org/units/Nanomolar,2085407,=,1,1,=,,IC50,nM,,19000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,19
,,15008238,[],CHEMBL3368014,Inhibition of Nav1.5 (unknown origin) expressed in HEK293 cells by IonWorks patch-clamp method,B,,,BAO_0000190,BAO_0000219,cell-based format,Cn1cc(-c2ccc(C(F)(F)F)cc2-c2cn[nH]c2)c2ccc(S(=O)(=O)Nc3ncns3)cc21,,,CHEMBL3351765,Bioorg Med Chem Lett,2014,,CHEMBL3341979,,CHEMBL3341979,,1,http://www.openphacts.org/units/Nanomolar,2263684,>,1,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,10
,,15008246,[],CHEMBL3368017,Inhibition of Nav1.5 (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,O=S(=O)(Nc1ncns1)c1cc(F)c(OC[C@@H]2CNCC[C@H]2c2ccc(Cl)cc2)cc1F,,,CHEMBL3351765,Bioorg Med Chem Lett,2014,,CHEMBL3325524,,CHEMBL3325524,,1,http://www.openphacts.org/units/Nanomolar,2265781,>,1,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,10
,Not Determined,15039355,[],CHEMBL3370463,Inhibition of human Nav1.5 channel expressed in HEK293 cells assessed as membrane potential after 60 mins by FLIPR assay,A,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2c(c1)NC1(CCN(S(=O)(=O)c3ccc(C#N)cc3)CC1)c1cccn1-2,,,CHEMBL3352793,Bioorg Med Chem Lett,2014,,CHEMBL3322766,,CHEMBL3322766,,0,,2259659,,1,0,,,IC50,,,,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,,,,
,,15071278,[],CHEMBL3390670,Inhibition of human Nav1.5 expressed in HEK cells assessed as reduction in sodium current at -60 mV holding potential by PatchXpress platform based whole cell patch clamp electrophysiological assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ncns1)c1cc(F)c(OC[C@H]2CNCC[C@@H]2c2ccc(Cl)cc2)cc1F,,,CHEMBL3352194,Bioorg Med Chem Lett,2014,"{'bei': '10.55', 'le': '0.23', 'lle': '1.24', 'sei': '5.67'}",CHEMBL3325526,,CHEMBL3325526,5.28,0,http://www.openphacts.org/units/Nanomolar,2270442,=,1,1,=,,IC50,nM,,5200,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,5.2
,,15071280,[],CHEMBL3390670,Inhibition of human Nav1.5 expressed in HEK cells assessed as reduction in sodium current at -60 mV holding potential by PatchXpress platform based whole cell patch clamp electrophysiological assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ncns1)c1cc(F)c(OC[C@H]2CNCC[C@@H]2c2ccc(F)c(F)c2)cc1F,,,CHEMBL3352194,Bioorg Med Chem Lett,2014,,CHEMBL3325527,,CHEMBL3325527,,0,http://www.openphacts.org/units/Nanomolar,2270444,>,1,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,10
,,15071302,[],CHEMBL3390670,Inhibition of human Nav1.5 expressed in HEK cells assessed as reduction in sodium current at -60 mV holding potential by PatchXpress platform based whole cell patch clamp electrophysiological assay,B,,,BAO_0000190,BAO_0000219,cell-based format,O=S(=O)(Nc1ccncn1)c1cc(F)c(OC[C@@H]2CNCC[C@H]2c2ccc(Cl)cc2)cc1F,,,CHEMBL3352194,Bioorg Med Chem Lett,2014,,CHEMBL3325548,,CHEMBL3325548,,0,http://www.openphacts.org/units/Nanomolar,2270466,>,1,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,10
,,15078301,[],CHEMBL3387119,Inhibition of human Nav1.5 expressed in HEK293 cells after 60 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2c(c1)NC1(CCCN(C(=O)c3ccc(OC)c(N(C)C)c3)CC1)c1cccn1-2,,,CHEMBL3351799,Bioorg Med Chem Lett,2014,"{'bei': '11.97', 'le': '0.22', 'lle': '1.00', 'sei': '9.35'}",CHEMBL3337591,,CHEMBL3337591,5.51,0,http://www.openphacts.org/units/Nanomolar,2264447,=,1,1,=,,IC50,nM,,3069,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,3069
,,15078304,[],CHEMBL3387119,Inhibition of human Nav1.5 expressed in HEK293 cells after 60 mins by FLIPR assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2c(c1)N[C@]1(CCN(C(=O)c3ccc(OC)c(N(C)C)c3)[C@H](C)C1)c1cccn1-2,,,CHEMBL3351799,Bioorg Med Chem Lett,2014,"{'bei': '11.91', 'le': '0.22', 'lle': '0.98', 'sei': '9.30'}",CHEMBL3337588,,CHEMBL3337588,5.49,0,http://www.openphacts.org/units/Nanomolar,2264444,=,1,1,=,,IC50,nM,,3261,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,3261
,,15078327,[],CHEMBL3387122,Inhibition of human Nav1.5 expressed in HEK293 cells by voltage clamp assay,B,,,BAO_0000190,BAO_0000219,cell-based format,COc1ccc2c(c1)NC1(CCN(C(=O)c3ccc(OC)c(N(C)C)c3)CC1)c1cccn1-2,,,CHEMBL3351799,Bioorg Med Chem Lett,2014,"{'bei': '11.15', 'le': '0.21', 'lle': '0.86', 'sei': '8.44'}",CHEMBL3322777,,CHEMBL3322777,4.98,0,http://www.openphacts.org/units/Nanomolar,2264438,=,1,1,=,,IC50,nM,,10485,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,nM,UO_0000065,,10485
,,15216972,[],CHEMBL3419343,Inhibition of human NaV1.5 at -140 mV holding potential by whole-cell patch clamp assay,B,,,BAO_0000190,BAO_0000019,assay format,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,,,CHEMBL3414527,J Med Chem,2015,,CHEMBL3416886,,CHEMBL3416886,,1,http://www.openphacts.org/units/Nanomolar,2292855,>,1,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,10
,,15217055,[],CHEMBL3419343,Inhibition of human NaV1.5 at -140 mV holding potential by whole-cell patch clamp assay,B,,,BAO_0000190,BAO_0000019,assay format,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,,,CHEMBL3414527,J Med Chem,2015,,CHEMBL3417041,,CHEMBL3417041,,0,http://www.openphacts.org/units/Nanomolar,2293036,>,1,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,10
,,15217069,[],CHEMBL3419343,Inhibition of human NaV1.5 at -140 mV holding potential by whole-cell patch clamp assay,B,,,BAO_0000190,BAO_0000019,assay format,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,,,CHEMBL3414527,J Med Chem,2015,,CHEMBL3416939,,CHEMBL3416939,,0,http://www.openphacts.org/units/Nanomolar,2292910,>,1,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,10
,,15217071,[],CHEMBL3419343,Inhibition of human NaV1.5 at -140 mV holding potential by whole-cell patch clamp assay,B,,,BAO_0000190,BAO_0000019,assay format,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](Cc4ccccc4)C(=O)N[C@@H](Cc4cccc5ccccc45)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,,,CHEMBL3414527,J Med Chem,2015,"{'bei': '1.55', 'le': None, 'lle': None, 'sei': None}",CHEMBL3416937,,CHEMBL3416937,6.4,1,http://www.openphacts.org/units/Nanomolar,2292908,=,1,1,=,,IC50,nM,,400,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,0.4
,,15217083,[],CHEMBL3419343,Inhibition of human NaV1.5 at -140 mV holding potential by whole-cell patch clamp assay,B,,,BAO_0000190,BAO_0000019,assay format,CC[C@H](C)[C@@H]1NC(=O)[C@@H]2CSSC[C@@H]3NC(=O)[C@H](C(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H]4CCCN4C(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CSSC[C@H](NC(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N[C@@H](C(C)(C)C)C(=O)N[C@@H](CCSC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCCN)C(=O)N2)NC(=O)[C@H](CSSC[C@@H](C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C(N)=O)C(C)C)NC(=O)[C@H](Cc2c[nH]c4ccccc24)NC(=O)[C@H](CCCCN)NC(=O)[C@H](Cc2cnc[nH]2)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CO)NC3=O)NC(=O)[C@H](CCCCN)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@@H]2CCCN2C1=O,,,CHEMBL3414527,J Med Chem,2015,,CHEMBL3416925,,CHEMBL3416925,,0,http://www.openphacts.org/units/Nanomolar,2292896,>,1,1,>,,IC50,nM,,10000,CHEMBL1980,Homo sapiens,Sodium channel protein type V alpha subunit,9606,,,IC50,uM,UO_0000065,,10
